historical_sha	parents	author_date	subject	group	primary_lane	disposition	evidence	accepted_commit	notes
28d693ff1ff59954110d6c387fb7a78e1fa7052a	57bf491f43adf1309efbe3c09cec7f02d6b0363d	2026-07-17T14:22:56-04:00	Keep entity aliases opaque to the Worker identity guard	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
9fc21a878d58e7851fc103d2f285ab03fbcf30c8	28d693ff1ff59954110d6c387fb7a78e1fa7052a	2026-07-17T18:02:01-04:00	Stamp applied flag on project actions to fix rejected-action replay	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
5efece381be6f868f2930a6303f4c92ab4ce6102	9fc21a878d58e7851fc103d2f285ab03fbcf30c8	2026-07-17T18:12:22-04:00	Add low-cardinality category + recommendation telemetry fields	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
81153be36de8c60938908635296ac80965b34c03	5efece381be6f868f2930a6303f4c92ab4ce6102	2026-07-17T18:17:56-04:00	Canonicalize replay projection and skip rejected actions	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
2a8e7756eec63821080d50fcc72c012fd46fd765	81153be36de8c60938908635296ac80965b34c03	2026-07-17T18:21:50-04:00	Add admin purge routes for test-data cleanup	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
225e0cae1062ae9244e1350d488fa1867249e90a	a7ea4515f4481d97b7099775fdbff9410b0c1742	2026-07-17T21:41:08-04:00	Harden Worker identity guard against bare digit runs (#17)	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
c121c587502947b1a47f3941b5f5382632cbb8cd	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	2026-07-18T16:42:16-04:00	Remove bug-report email collection	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
6281ba6dea22b4217d455ae27c135513b6a0fa17	2a8e7756eec63821080d50fcc72c012fd46fd765	2026-07-17T18:26:54-04:00	Add study-telemetry data dictionary	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
fe41925b7414fe948dfc2cc2897b93faccafeab6	6281ba6dea22b4217d455ae27c135513b6a0fa17	2026-07-17T20:26:58-04:00	Relocate study docs into docs/study/ hub	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
670741c30b37057507a7abb8ab565de2eac1da28	fe41925b7414fe948dfc2cc2897b93faccafeab6	2026-07-17T20:36:10-04:00	Add pure study-metrics module + golden analyze tests	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
a679d4b572bc47e621fc678fb1e5195050868c6e	670741c30b37057507a7abb8ab565de2eac1da28	2026-07-17T20:38:15-04:00	Add study-analyze CLI driving the metrics pipeline end-to-end	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
aeda8fc1be042d485acb89ae341a80701140ffe3	a679d4b572bc47e621fc678fb1e5195050868c6e	2026-07-17T20:40:04-04:00	Populate technicalContextDistribution in the metrics aggregate	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
aeefd504a715d9664e8ff76dd42fb03786833d5b	aeda8fc1be042d485acb89ae341a80701140ffe3	2026-07-17T20:41:57-04:00	Document the study analysis platform	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
a7ea4515f4481d97b7099775fdbff9410b0c1742	aeefd504a715d9664e8ff76dd42fb03786833d5b	2026-07-17T21:03:05-04:00	Apply study-metrics review fixes + regression guards	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
