historical_sha	hunk_id	path	old_range	new_range	context	primary_lane	disposition	rationale	evidence	accepted_commit
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/AppWorkspaceShell.tsx:37,3	components/AppWorkspaceShell.tsx	37,2	37,3	export type AppWorkspaceShellProps = {	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave status surface; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/AppWorkspaceShell.tsx:87,3	components/AppWorkspaceShell.tsx	86,2	87,3	export const AppWorkspaceShell = ({	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave status surface; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/AppWorkspaceShell.tsx:216,7	components/AppWorkspaceShell.tsx	214,2	216,7	export const AppWorkspaceShell = ({	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave status surface; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/foundry/ThreeFoundryPreview.tsx:353,7	components/stages/foundry/ThreeFoundryPreview.tsx	353,3	353,7	const foundryAutomataTextureMaterial = (	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/foundry/ThreeFoundryPreview.tsx:373,4	components/stages/foundry/ThreeFoundryPreview.tsx	369,2	373,4	const foundryAutomataTextureMaterial = (	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/foundry/ThreeFoundryPreview.tsx:493,8	components/stages/foundry/ThreeFoundryPreview.tsx	487,3	493,8	const renderFoundryAutomataContext = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/foundry/ThreeFoundryPreview.tsx:548,8	components/stages/foundry/ThreeFoundryPreview.tsx	537,3	548,8	const renderFoundryAutomataContext = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/foundry/ThreeFoundryPreview.tsx:1338,6	components/stages/foundry/ThreeFoundryPreview.tsx	1322,3	1338,6	export const ThreeFoundryPreview = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/mechanism/DesignInspectorPanel.tsx:12,3	components/stages/mechanism/DesignInspectorPanel.tsx	12,2	12,3	import type {	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/mechanism/DesignInspectorPanel.tsx:37,3	components/stages/mechanism/DesignInspectorPanel.tsx	36,3	37,3	type DesignInspectorPanelProps = {	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/mechanism/DesignInspectorPanel.tsx:323,7	components/stages/mechanism/DesignInspectorPanel.tsx	322,3	323,7	export const DesignInspectorPanel = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/mechanism/MechanismDesign.tsx:26,3	components/stages/mechanism/MechanismDesign.tsx	26,3	26,3	export const MechanismDesign = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:74,11	components/stages/path/PathEditor.tsx	74,2	74,11	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:117,41	components/stages/path/PathEditor.tsx	108,4	117,41	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:160,9	components/stages/path/PathEditor.tsx	114,2	160,9	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:181,3	components/stages/path/PathEditor.tsx	128,3	181,3	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:240,6	components/stages/path/PathEditor.tsx	187,5	240,6	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:247,3	components/stages/path/PathEditor.tsx	193,2	247,3	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:251,3	components/stages/path/PathEditor.tsx	196,2	251,3	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:256,3	components/stages/path/PathEditor.tsx	200,2	256,3	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/PathEditor.tsx:263,7	components/stages/path/PathEditor.tsx	206,6	263,7	export const PathEditor = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/stages/path/SceneSketch.tsx:247,5	components/stages/path/SceneSketch.tsx	247,2	247,5	export const SceneSketch = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/ui/InspectorControls.tsx:2,3	components/ui/InspectorControls.tsx	2,2	2,3	import { ContextHelp } from "./ContextHelp";	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/ui/InspectorControls.tsx:23,40	components/ui/InspectorControls.tsx	22,9	23,40	export const MiniNumber = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/ui/InspectorControls.tsx:82,10	components/ui/InspectorControls.tsx	50,5	82,10	export const MiniNumber = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/ui/InspectorControls.tsx:98,8	components/ui/InspectorControls.tsx	61,3	98,8	export const MiniNumber = ({	G3	VERIFIED_CLEAN_IMPLEMENTATION	G3 intent retained through shared frame queues, prepared renderer models, bounded caches, and authoritative edit results	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:docs/deployment.md:35,3	docs/deployment.md	35,3	35,3	Study deployment controls:	G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:21,3	hooks/useAppCharacterImportActions.ts	21,2	21,3	import { loadCharacterPackage } from "../utils/packageLoader";	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:68,3	hooks/useAppCharacterImportActions.ts	67,2	68,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:179,3	hooks/useAppCharacterImportActions.ts	177,2	179,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:197,3	hooks/useAppCharacterImportActions.ts	194,2	197,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:204,3	hooks/useAppCharacterImportActions.ts	200,2	204,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:211,3	hooks/useAppCharacterImportActions.ts	206,2	211,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:235,3	hooks/useAppCharacterImportActions.ts	229,2	235,3	export const useAppCharacterImportActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:16,7	hooks/useAppMechanismActions.ts	16,3	16,7	import {	G1	VERIFIED_CLEAN_IMPLEMENTATION	mechanism edit authority	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:38,3	hooks/useAppMechanismActions.ts	34,2	38,3	import {	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:73,7	hooks/useAppMechanismActions.ts	68,2	73,7	const changesGeneratedPathGeometry = (updates: Partial<MechanismConfig>) =>	G1	VERIFIED_CLEAN_IMPLEMENTATION	mechanism edit authority	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:168,4	hooks/useAppMechanismActions.ts	158,3	168,4	export const useAppMechanismActions = ({	G1	VERIFIED_CLEAN_IMPLEMENTATION	mechanism edit authority	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:220,42	hooks/useAppMechanismActions.ts	209,3	220,42	export const useAppMechanismActions = ({	G1	VERIFIED_CLEAN_IMPLEMENTATION	mechanism edit authority	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:273,2	hooks/useAppMechanismActions.ts	223,3	273,2	export const useAppMechanismActions = ({	G1	VERIFIED_CLEAN_IMPLEMENTATION	Fit command boundary and latency	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:428,3	hooks/useAppMechanismActions.ts	379,2	428,3	export const useAppMechanismActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:460,3	hooks/useAppMechanismActions.ts	410,2	460,3	export const useAppMechanismActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppPathActions.ts:12,3	hooks/useAppPathActions.ts	12,2	12,3	import { validatePath } from "../utils/project";	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppPathActions.ts:97,3	hooks/useAppPathActions.ts	96,2	97,3	export const useAppPathActions = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:23,3	hooks/useAppProjectCommands.ts	23,3	23,3	import {	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave recovery; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:27,3	hooks/useAppProjectCommands.ts	27,2	27,3	import {	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:115,3	hooks/useAppProjectCommands.ts	114,2	115,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:124,3	hooks/useAppProjectCommands.ts	122,2	124,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:147,3	hooks/useAppProjectCommands.ts	144,2	147,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:165,3	hooks/useAppProjectCommands.ts	161,3	165,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:173,3	hooks/useAppProjectCommands.ts	169,2	173,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:184,3	hooks/useAppProjectCommands.ts	179,3	184,3	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:188,5	hooks/useAppProjectCommands.ts	183,5	188,5	export const useAppProjectCommands = ({	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave recovery; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:207,8	hooks/useAppProjectCommands.ts	202,3	207,8	export const useAppProjectCommands = ({	G4+G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:296,5	hooks/useAppProjectCommands.ts	286,3	296,5	export const useAppProjectCommands = ({	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useMotionSmithAppController.ts:17,6	hooks/useMotionSmithAppController.ts	17,3	17,6	import { readAutosaveProject } from "../utils/projectPersistence";	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useMotionSmithAppController.ts:107,3	hooks/useMotionSmithAppController.ts	104,2	107,3	export const useMotionSmithAppController = (): AppWorkspaceShellProps => {	G4	VERIFIED_CLEAN_IMPLEMENTATION	autosave lifecycle; verified by bounded two-generation persistence extraction	artifacts/quality/G4/result.md	ffe0b1e20369524bb9f3349f6ae8f385d6f6c0ab
